State,Measure,Sector,Year,Pivot Field Names,Value
Vermont,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",1.5
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",2.6
Vermont,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",5.5
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",0.6
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",0.5
Vermont,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",1.4
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",3
Vermont,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",5.9
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",0.6
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",0.4
Vermont,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",1.4
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",3.5
Vermont,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",6.8
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",0.8
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",0.1
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",0.6
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",1.6
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",3.7
Vermont,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",6.7
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",0.7
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",0.6
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",1.6
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",3.8
Vermont,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",5.8
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",0.6
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",0.5
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",1.3
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",3.4
Vermont,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",5.8
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",0.6
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",0.5
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",1.3
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",3.4
Vermont,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",5.5
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",0.6
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",0.5
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",1.1
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",3.3
Vermont,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",5.8
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",0.8
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",0.4
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",1.3
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",3.3
Vermont,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",5.9
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",0.8
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",0.4
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",1.4
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",3.3
Vermont,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",6.1
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",1
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",0.4
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",1.4
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",3.3
Vermont,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",6
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",0.9
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",0.4
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",1.3
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",3.4
Vermont,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",5.9
Vermont,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",0.8
Vermont,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",0
Vermont,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",0.4
Vermont,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",1.4
Vermont,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",3.3
Virginia,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",81.9
Virginia,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",3.6
Virginia,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",20.7
Virginia,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",16.1
Virginia,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",7.1
Virginia,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",34.4
Virginia,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",82
Virginia,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",4.2
Virginia,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",18.1
Virginia,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",17.1
Virginia,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",7.1
Virginia,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",35.5
Virginia,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",94.9
Virginia,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",4.4
Virginia,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",23.5
Virginia,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",19.2
Virginia,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",6.4
Virginia,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",41.4
Virginia,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",102.7
Virginia,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",5.3
Virginia,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",30.8
Virginia,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",17.1
Virginia,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",7.1
Virginia,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",42.4
Virginia,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",122.5
Virginia,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",5.9
Virginia,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",43.5
Virginia,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",16.5
Virginia,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",8.2
Virginia,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",48.4
Virginia,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",128.4
Virginia,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",5.6
Virginia,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",42.2
Virginia,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",17
Virginia,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",8.4
Virginia,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",55.2
Virginia,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",108.4
Virginia,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",5
Virginia,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",34.6
